user-core-screen_name,created_at,full_text,url
KamalaHarris,2024-09-03T19:04:08.000Z,"I love our country with all my heart. Together, we must get out there and fight for it. https://t.co/TMyu15lQSs",https://x.com/KamalaHarris/status/1831045530069193086
KamalaHarris,2024-09-03T14:50:29.000Z,"We are not going to let Donald Trump sell out middle class families again. 

Watch our latest ad: https://t.co/4vsk4SzUdO",https://x.com/KamalaHarris/status/1830981698818843042
KamalaHarris,2024-09-06T18:55:01.000Z,"Donald Trump’s Project 2025 is a plan to weaken America’s middle class.

But we won’t let him win—because we know when the middle class is strong, America is strong.",https://x.com/KamalaHarris/status/1832130399079698702
KamalaHarris,2024-09-01T23:45:00.000Z,"In this election, we each face a question: What kind of country do we want to live in?

A country of chaos, fear, and hate? Or one of freedom, compassion, and rule of law?

Each of us has the power to answer that question with our vote.",https://x.com/KamalaHarris/status/1830391439013838944
KamalaHarris,2024-09-01T20:06:05.000Z,We won’t let him. https://t.co/dLg9QOzkiI,https://x.com/KamalaHarris/status/1830336346310754456
KamalaHarris,2024-08-12T22:30:24.000Z,"Thank you for the warm midwest welcome, Wisconsin and Michigan.

With your help, we are going to win in November. https://t.co/bdzprQ6XvA",https://x.com/KamalaHarris/status/1823124907133173865
KamalaHarris,2024-08-23T02:59:41.000Z,"On behalf of everyone whose story could only be written in the greatest nation on Earth, I accept your nomination to be the President of the United States of America.",https://x.com/KamalaHarris/status/1826816550931702207
KamalaHarris,2024-09-06T15:53:02.000Z,"In the next 60 days, we know what we need to do: 

Knock on doors.
Register folks to vote. 
Get people to the polls. 

Every day matters.",https://x.com/KamalaHarris/status/1832084604108325299
KamalaHarris,2024-09-07T22:42:00.000Z,"Donald Trump intends to end the Affordable Care Act—which would take us back to a time where insurance companies had the power to deny people with preexisting conditions. 

We are not going back.",https://x.com/KamalaHarris/status/1832549910727520268
KamalaHarris,2024-09-20T02:35:04.000Z,"There is so much at stake in this election, and, ultimately, the question before us is: What kind of country do we want to live in?

The beauty of a democracy, as long as we can hold on to it, is that each of us has the power to answer that question.

https://t.co/MKvOQGgN2t https://t.co/HlUwi1HfmM",https://x.com/KamalaHarris/status/1836957218643526058
KamalaHarris,2024-08-21T03:29:45.000Z,"Love you, Dougie. https://t.co/nypKuWJNO2",https://x.com/KamalaHarris/status/1826099344610652178
KamalaHarris,2024-08-23T05:12:36.000Z,"We know what a second Trump term would look like. It's all laid out in Project 2025, written by his closest advisors. 

And its sum total is to pull our country back to the past. 

But America: We are not going back. https://t.co/iM6yVHBbKC",https://x.com/KamalaHarris/status/1826850000556490876
KamalaHarris,2024-08-17T16:38:00.000Z,"Building up the middle class will be a defining goal of my presidency. 

Because when the middle class is strong, America is strong.",https://x.com/KamalaHarris/status/1824848162030244004
KamalaHarris,2024-08-23T03:11:40.000Z,"As President, I will grow our economy.
 
And I’ll lower the cost of everyday needs like healthcare, housing, and groceries.",https://x.com/KamalaHarris/status/1826819568293064954
KamalaHarris,2024-08-29T22:07:38.000Z,"If Donald Trump wins, he will not only sign an abortion ban—he also intends to create a national anti-abortion coordinator, forcing states to report on women’s miscarriages and abortions.",https://x.com/KamalaHarris/status/1829279771978842194
KamalaHarris,2024-08-31T21:45:07.000Z,"Two middle-class kids.  

One, a daughter of Oakland, California, who was raised by a working mother and had a summer job at McDonald’s.   

The other, a son of the Nebraska plains, who spent summers on the farm.   

Only in America is it possible that the two of us would be running together all the way to the White House.",https://x.com/KamalaHarris/status/1829998879573442881
KamalaHarris,2024-08-20T04:33:34.000Z,"We love you, Joe.",https://x.com/KamalaHarris/status/1825753015497662642
KamalaHarris,2024-09-10T18:03:05.000Z,"Building up the middle class will be a defining goal of my presidency. 

This is personal to me. The middle class is where I come from. 

My mother kept a strict budget. We lived within our means, yet we wanted for little. And she expected us to make the most of the opportunities that were available to us and to be grateful for them because, as she taught us, opportunity is not available to everyone.

As president, that’s why I will work to create an opportunity economy where everyone has the chance to compete and succeed—whether you live in a rural area, small town, or big city.",https://x.com/KamalaHarris/status/1833566884156870911
KamalaHarris,2024-08-15T16:45:21.000Z,Bringing back the joy—one selfie at a time. https://t.co/DnihdfQmFw,https://x.com/KamalaHarris/status/1824125237362929761
KamalaHarris,2024-09-09T11:57:26.000Z,"Take it from the people who worked for him: Donald Trump is a danger to our troops, our security, and our democracy.

He should never again stand behind the seal of the President of the United States. 

Watch our new ad: https://t.co/LWiyK1sfnm",https://x.com/KamalaHarris/status/1833112474893082878
KamalaHarris,2024-08-20T01:55:39.000Z,It is so great to be back in Chicago.,https://x.com/KamalaHarris/status/1825713275369304258
KamalaHarris,2024-09-11T04:38:33.000Z,We are not going back. https://t.co/KQhrCvvfgh,https://x.com/KamalaHarris/status/1833726801006256222
KamalaHarris,2024-08-23T05:18:20.000Z,"Donald Trump and his allies would limit access to birth control, ban medication abortion, and enact a nationwide abortion ban.

Simply put, they are out of their minds. https://t.co/l2uxAI75of",https://x.com/KamalaHarris/status/1826851447071178896
KamalaHarris,2024-08-23T03:24:18.000Z,"This election is not only the most important of our lives, it is one of the most important in the life of our nation.

In many ways, Donald Trump is an unserious man—but the consequences of putting him back in the White House are extremely serious.

And we’re not going back.",https://x.com/KamalaHarris/status/1826822746640154989
KamalaHarris,2024-09-11T02:13:42.000Z,Donald Trump was fired by 81 million people.,https://x.com/KamalaHarris/status/1833690349463543880
KamalaHarris,2024-09-12T23:33:00.000Z,"Let me be clear: I will always put the middle class and working families first.

I know where I came from.",https://x.com/KamalaHarris/status/1834374683518480772
KamalaHarris,2024-09-21T16:25:46.000Z,"I will gladly accept a second presidential debate on October 23.

I hope @realDonaldTrump will join me.",https://x.com/KamalaHarris/status/1837528658275143694
KamalaHarris,2024-08-14T16:36:11.000Z,"It was fantastic traveling across the country to meet voters with @Tim_Walz last week. 

When we fight, we… https://t.co/CvmZRqwXKv",https://x.com/KamalaHarris/status/1823760542210671092
KamalaHarris,2024-09-13T23:28:23.000Z,"Thank you, Pennsylvania!

When people try to divide this nation and make us feel small and alone, moments like this remind us we're all in this together—as one loving community. https://t.co/dw5Kmbxr20",https://x.com/KamalaHarris/status/1834735909641539661
KamalaHarris,2024-08-31T16:14:09.000Z,"As Vice President, I have had the privilege of visiting Arlington National Cemetery several times. It is a solemn place; a place where we come together to honor American heroes who have made the ultimate sacrifice in service of this nation.

It is not a place for politics.

And yet, as was reported this week, Donald Trump’s team chose to film a video there, resulting in an altercation with cemetery staff. Let me be clear: the former president disrespected sacred ground, all for the sake of a political stunt.

This is nothing new from Donald Trump. This is a man who has called our fallen service members “suckers” and “losers” and disparaged Medal of Honor recipients. 

A man who, during a previous visit to the cemetery, reportedly said of fallen service members, “I don’t get it. What was in it for them?”

This is a man who is unable to comprehend anything other than service to himself. 

If there is one thing on which we as Americans can all agree, it is that our veterans, military families, and service members should be honored, never disparaged, and treated with nothing less than our highest respect and gratitude. 

And it is my belief that someone who cannot meet this simple, sacred duty should never again stand behind the seal of the President of the United States of America.

I will always honor the service and sacrifice of all of America’s fallen heroes, who made the ultimate sacrifice on behalf of our beloved nation and our cherished freedoms. I mourn them and salute them. And I will never politicize them.",https://x.com/KamalaHarris/status/1829915590468731167
KamalaHarris,2024-09-13T23:38:00.000Z,"For far too long, our nation has encouraged one path to success: a four-year college degree.

As president, I will get rid of the unnecessary degree requirement for federal jobs.",https://x.com/KamalaHarris/status/1834738329624916348
KamalaHarris,2024-09-13T20:44:11.000Z,"Our campaign is fueled by hope, optimism, and our love of our country—and we know there is a lot of work to be done until Election Day.

That is why I am looking forward to joining @Oprah for her Unite for America 2024 livestream event on September 19. 

Sign up to join us: https://t.co/UI4njCoRZO",https://x.com/KamalaHarris/status/1834694587421532396
KamalaHarris,2024-09-18T02:08:46.000Z,"A young mother from Georgia should be alive today, raising her son and pursuing her dream of attending nursing school.

This is exactly what we feared when Roe v. Wade was struck down. In more than 20 states, Trump Abortion Bans prevent doctors from providing basic medical care.",https://x.com/KamalaHarris/status/1836225824510324818
KamalaHarris,2024-08-28T19:30:08.000Z,"Emmett Till was murdered in 1955. He was only 14 years old. 

As a U.S. senator, I led the effort to make lynching a federal hate crime. 

As Vice President, I proudly stood beside @JoeBiden as he signed the Emmett Till Antilynching Act into law.

As President, I will continue the fight for equality and justice.",https://x.com/KamalaHarris/status/1828877747650691247
KamalaHarris,2024-08-31T12:34:08.000Z,"Donald Trump is surrendering to his advisors who won't allow him to debate with a live microphone. If his own team doesn't have confidence in him, the American people definitely can’t.

We are running for President of the United States. Let’s debate in a transparent way—with the microphones on the whole time.",https://x.com/KamalaHarris/status/1829860220912222335
KamalaHarris,2024-09-11T02:33:16.000Z,"World leaders are laughing at Donald Trump. Military leaders call him a disgrace.

The American people deserve better.",https://x.com/KamalaHarris/status/1833695275275129204
