title,channel,upload_date,url
"‘Sorry, Donald. You can’t have it both ways:’ Warren blasts Trump&#39;s flip-flopping on IVF",MS NOW,2024-08-31T16:38:26Z,https://www.youtube.com/watch?v=bNCCmm-fLDs
"If Trump is elected, Christian conservatives laying groundwork to restrict access to abortion, IVF",MS NOW,2024-08-15T20:30:05Z,https://www.youtube.com/watch?v=iJL0fRLN_IU
&#39;No respect for women&#39;: Florida Dem Mucarsel-Powell blasts Republican men&#39;s abortion comments,MS NOW,2024-09-24T03:45:02Z,https://www.youtube.com/watch?v=nV9FYCHlqv4
&#39;We need to have Roe restored&#39;: Tester blasts GOP rival Sheehy who calls abortion &#39;sinful&#39;,MS NOW,2024-09-19T03:42:46Z,https://www.youtube.com/watch?v=nrG49_xaGaA
Kamala Harris blames Donald Trump for abortion bans,MS NOW,2024-09-21T04:30:16Z,https://www.youtube.com/watch?v=lEqWlkS6CbQ
Project 2025 seeks to resurrect a 151-yr-old law to subordinate women,MS NOW,2024-09-14T20:03:53Z,https://www.youtube.com/watch?v=xZAofihV1hM
‘I’m right here&#39;: Idaho woman destroys Trump advisor claiming Harris lied about abortion ban effects,MS NOW,2024-09-13T22:42:48Z,https://www.youtube.com/watch?v=uzcWTLFNtT0
Stacey Abrams shreds JD Vance for distorting her words,MS NOW,2024-08-16T05:26:21Z,https://www.youtube.com/watch?v=Jej4y_DJk3U
Trump leaving abortion rights up to the states &#39;hurting women across the country&#39;,MS NOW,2024-08-26T15:02:08Z,https://www.youtube.com/watch?v=QZ_UPgtYq9o
&quot;We know you&#39;re lying&quot;: Undecided voter&#39;s emotional response to Trump,MS NOW,2024-09-11T20:34:54Z,https://www.youtube.com/watch?v=SbEc0MpCCc0
Lawrence: Republican men who write abortion bans don&#39;t care about the life of the mother,MS NOW,2024-09-19T03:57:04Z,https://www.youtube.com/watch?v=0KPzuCgA1pI
Deaths of women who couldn’t get an abortion ‘should be on Trump’s conscience’: Sen. Duckworth,MS NOW,2024-09-17T18:15:14Z,https://www.youtube.com/watch?v=yBzpIIsjg9U
Peter Wehner: Pro-life justification for supporting the former president has collapsed,MS NOW,2024-08-28T15:10:11Z,https://www.youtube.com/watch?v=wZIMrCb5aN0
JD Vance says Trump would veto a national abortion ban; Dems aren&#39;t buying it,MS NOW,2024-08-26T00:34:03Z,https://www.youtube.com/watch?v=OHyH2InJZXk
Gov. Beshear: ‘JD Vance knows that he and Donald Trump are so wrong on’ abortion,MS NOW,2024-08-20T17:51:49Z,https://www.youtube.com/watch?v=7ByLiVs2BRg
Florida is ‘absolutely’ in play for the presidential race: FL Dem Party Chair Nikki Fried,MS NOW,2024-08-20T18:22:51Z,https://www.youtube.com/watch?v=k5wzRCDUQ5Q
Why every single person of reproductive age with a uterus is at risk,MS NOW,2024-08-17T18:41:06Z,https://www.youtube.com/watch?v=YSlrfrZvwhY
‘Only time’ that Trump cares about abortion is when it’s a swing state: former Rep. Comstock,MS NOW,2024-08-13T16:35:31Z,https://www.youtube.com/watch?v=C0nYarM99_k
‘A terrifying place to be’: Fmr. HHS Secretary warns about Project 2025’s plans for women&#39;s health,MS NOW,2024-08-25T19:02:58Z,https://www.youtube.com/watch?v=vMN1NzLrtD4
Gov. Beshear slams &#39;how extreme our laws have gotten&#39; around reproductive rights,MS NOW,2024-08-20T13:18:33Z,https://www.youtube.com/watch?v=bNteqyNSkn0
‘Predictable’ consequences of the post-Roe v. Wade era dig at Trump’s new promise to women,MS NOW,2024-09-22T16:01:01Z,https://www.youtube.com/watch?v=LVxO_sqOMzQ
"Trump riles parts of his base over abortion, Harris defends policy shifts",MS NOW,2024-08-30T17:40:45Z,https://www.youtube.com/watch?v=BtHi_yYvbdo
You cannot trust Trump on women&#39;s health: Gov. Whitmer blasts Trump&#39;s flip-flopping,MS NOW,2024-09-03T13:27:34Z,https://www.youtube.com/watch?v=OVljkEGZqhw
Hayes on JD Vance: &#39;It got weird&#39;,MS NOW,2024-08-16T03:15:02Z,https://www.youtube.com/watch?v=jdzOMWnporQ
Trump is now ‘multiple choice’ on abortion &amp; ‘in real trouble’ flip flopping,MS NOW,2024-09-02T21:00:23Z,https://www.youtube.com/watch?v=cBOoDkl_0dI
‘Insulting to the shoe flip-flops’: Nicolle Wallace on Trump’s embarrassingly weak abortion stance,MS NOW,2024-09-02T21:45:00Z,https://www.youtube.com/watch?v=3kp_PELaAfg
&#39;Women will have less health care&#39;: Governor warns of a second Trump term,MS NOW,2024-09-23T13:10:03Z,https://www.youtube.com/watch?v=wRwt1B3vsM0
"While losing the debate, Trump also lost Republican control of the &#39;family values&#39; narrative",MS NOW,2024-09-12T04:00:10Z,https://www.youtube.com/watch?v=M2HhZoDHEPo
&#39;Preventable&#39;: Harris talks with family devastated by deadly Georgia abortion ban,MS NOW,2024-09-20T03:52:25Z,https://www.youtube.com/watch?v=I72WZ6l_pH4
